prompt_id,prompt_type,compliance,time_point,layer,rank,projection
direct_harm_16,direct_harm,,startofthink,3,4,-0.4979523718357086
direct_harm_16,direct_harm,,startofthink,21,0,8.366561889648438
direct_harm_16,direct_harm,,startofthink,21,1,-5.8748579025268555
direct_harm_16,direct_harm,,startofthink,21,2,-0.9370319843292236
direct_harm_16,direct_harm,,startofthink,21,3,-2.4363014698028564
direct_harm_16,direct_harm,,startofthink,21,4,-4.68287467956543
direct_harm_16,direct_harm,,startofthink,22,0,7.992670059204102
direct_harm_16,direct_harm,,startofthink,22,1,-4.454726219177246
direct_harm_16,direct_harm,,startofthink,22,2,-1.194727897644043
direct_harm_16,direct_harm,,startofthink,22,3,-2.382808208465576
direct_harm_16,direct_harm,,startofthink,22,4,-3.6243791580200195
direct_harm_16,direct_harm,,startofthink,23,0,9.001579284667969
direct_harm_16,direct_harm,,startofthink,23,1,-4.241601943969727
direct_harm_16,direct_harm,,startofthink,23,2,-2.4317100048065186
direct_harm_16,direct_harm,,startofthink,23,3,-2.731616973876953
direct_harm_16,direct_harm,,startofthink,23,4,-3.2716970443725586
direct_harm_16,direct_harm,,startofthink,26,0,10.383341789245605
direct_harm_16,direct_harm,,startofthink,26,1,-4.159984111785889
direct_harm_16,direct_harm,,startofthink,26,2,-0.733311653137207
direct_harm_16,direct_harm,,startofthink,26,3,-5.5353851318359375
direct_harm_16,direct_harm,,startofthink,26,4,-2.456873893737793
direct_harm_16,direct_harm,,endofthink,3,0,5.832064151763916
direct_harm_16,direct_harm,,endofthink,3,1,-0.5711033344268799
direct_harm_16,direct_harm,,endofthink,3,2,0.05205918103456497
direct_harm_16,direct_harm,,endofthink,3,3,-0.3680473566055298
direct_harm_16,direct_harm,,endofthink,3,4,-0.3891229033470154
direct_harm_16,direct_harm,,endofthink,21,0,12.603021621704102
direct_harm_16,direct_harm,,endofthink,21,1,14.133831977844238
direct_harm_16,direct_harm,,endofthink,21,2,6.455615520477295
direct_harm_16,direct_harm,,endofthink,21,3,-3.4857563972473145
direct_harm_16,direct_harm,,endofthink,21,4,12.258770942687988
direct_harm_16,direct_harm,,endofthink,22,0,14.026033401489258
direct_harm_16,direct_harm,,endofthink,22,1,12.653676986694336
direct_harm_16,direct_harm,,endofthink,22,2,8.601621627807617
direct_harm_16,direct_harm,,endofthink,22,3,-3.1502504348754883
direct_harm_16,direct_harm,,endofthink,22,4,15.485994338989258
direct_harm_16,direct_harm,,endofthink,23,0,14.202478408813477
direct_harm_16,direct_harm,,endofthink,23,1,12.40442943572998
direct_harm_16,direct_harm,,endofthink,23,2,9.786654472351074
direct_harm_16,direct_harm,,endofthink,23,3,-3.877534866333008
direct_harm_16,direct_harm,,endofthink,23,4,15.03451919555664
direct_harm_16,direct_harm,,endofthink,26,0,16.549793243408203
direct_harm_16,direct_harm,,endofthink,26,1,9.487143516540527
direct_harm_16,direct_harm,,endofthink,26,2,7.456411838531494
direct_harm_16,direct_harm,,endofthink,26,3,-11.550759315490723
direct_harm_16,direct_harm,,endofthink,26,4,13.129597663879395
direct_harm_16,direct_harm,,endofresponse,3,0,2.1537132263183594
direct_harm_16,direct_harm,,endofresponse,3,1,-1.0352020263671875
direct_harm_16,direct_harm,,endofresponse,3,2,-0.3155321478843689
direct_harm_16,direct_harm,,endofresponse,3,3,-0.7531086206436157
direct_harm_16,direct_harm,,endofresponse,3,4,-0.7899892330169678
direct_harm_16,direct_harm,,endofresponse,21,0,6.921034812927246
direct_harm_16,direct_harm,,endofresponse,21,1,-8.260393142700195
direct_harm_16,direct_harm,,endofresponse,21,2,-6.217526435852051
direct_harm_16,direct_harm,,endofresponse,21,3,-9.004423141479492
direct_harm_16,direct_harm,,endofresponse,21,4,-6.67180061340332
direct_harm_16,direct_harm,,endofresponse,22,0,8.040922164916992
direct_harm_16,direct_harm,,endofresponse,22,1,-8.142189025878906
direct_harm_16,direct_harm,,endofresponse,22,2,-6.097855091094971
direct_harm_16,direct_harm,,endofresponse,22,3,-9.983695030212402
direct_harm_16,direct_harm,,endofresponse,22,4,-6.574131965637207
direct_harm_16,direct_harm,,endofresponse,23,0,8.335504531860352
direct_harm_16,direct_harm,,endofresponse,23,1,-8.54559326171875
direct_harm_16,direct_harm,,endofresponse,23,2,-8.31982135772705
direct_harm_16,direct_harm,,endofresponse,23,3,-11.84994125366211
direct_harm_16,direct_harm,,endofresponse,23,4,-7.10787296295166
direct_harm_16,direct_harm,,endofresponse,26,0,7.460946559906006
direct_harm_16,direct_harm,,endofresponse,26,1,-12.146599769592285
direct_harm_16,direct_harm,,endofresponse,26,2,-11.797865867614746
direct_harm_16,direct_harm,,endofresponse,26,3,-29.701435089111328
direct_harm_16,direct_harm,,endofresponse,26,4,-9.995226860046387
direct_harm_17,direct_harm,,startofthink,3,0,1.3148071765899658
direct_harm_17,direct_harm,,startofthink,3,1,-0.3896458148956299
direct_harm_17,direct_harm,,startofthink,3,2,-0.002993166446685791
direct_harm_17,direct_harm,,startofthink,3,3,0.19671683013439178
direct_harm_17,direct_harm,,startofthink,3,4,-0.5136259198188782
direct_harm_17,direct_harm,,startofthink,21,0,7.930440902709961
direct_harm_17,direct_harm,,startofthink,21,1,-6.193810939788818
direct_harm_17,direct_harm,,startofthink,21,2,-1.4656054973602295
direct_harm_17,direct_harm,,startofthink,21,3,-3.3381950855255127
direct_harm_17,direct_harm,,startofthink,21,4,-5.311123847961426
direct_harm_17,direct_harm,,startofthink,22,0,6.7337751388549805
direct_harm_17,direct_harm,,startofthink,22,1,-4.541991710662842
direct_harm_17,direct_harm,,startofthink,22,2,-2.301441192626953
direct_harm_17,direct_harm,,startofthink,22,3,-3.293219566345215
direct_harm_17,direct_harm,,startofthink,22,4,-3.712942600250244
direct_harm_17,direct_harm,,startofthink,23,0,7.656339168548584
direct_harm_17,direct_harm,,startofthink,23,1,-4.883638381958008
direct_harm_17,direct_harm,,startofthink,23,2,-3.6504225730895996
direct_harm_17,direct_harm,,startofthink,23,3,-3.6833648681640625
direct_harm_17,direct_harm,,startofthink,23,4,-4.06292724609375
direct_harm_17,direct_harm,,startofthink,26,0,8.91492748260498
direct_harm_17,direct_harm,,startofthink,26,1,-5.952242374420166
direct_harm_17,direct_harm,,startofthink,26,2,-2.827491521835327
direct_harm_17,direct_harm,,startofthink,26,3,-6.624788284301758
direct_harm_17,direct_harm,,startofthink,26,4,-4.172693729400635
direct_harm_17,direct_harm,,endofthink,3,0,5.494665622711182
direct_harm_17,direct_harm,,endofthink,3,1,-0.5595988631248474
direct_harm_17,direct_harm,,endofthink,3,2,0.05964694917201996
direct_harm_17,direct_harm,,endofthink,3,3,-0.29800349473953247
direct_harm_17,direct_harm,,endofthink,3,4,-0.41096338629722595
direct_harm_17,direct_harm,,endofthink,21,0,12.369062423706055
direct_harm_17,direct_harm,,endofthink,21,1,10.280110359191895
direct_harm_17,direct_harm,,endofthink,21,2,3.229090690612793
direct_harm_17,direct_harm,,endofthink,21,3,-5.362370014190674
direct_harm_17,direct_harm,,endofthink,21,4,8.920506477355957
direct_harm_17,direct_harm,,endofthink,22,0,14.215958595275879
direct_harm_17,direct_harm,,endofthink,22,1,8.442193984985352
direct_harm_17,direct_harm,,endofthink,22,2,5.127495765686035
direct_harm_17,direct_harm,,endofthink,22,3,-4.877547740936279
direct_harm_17,direct_harm,,endofthink,22,4,11.534915924072266
direct_harm_17,direct_harm,,endofthink,23,0,14.335066795349121
direct_harm_17,direct_harm,,endofthink,23,1,8.58666706085205
direct_harm_17,direct_harm,,endofthink,23,2,6.626610279083252
direct_harm_17,direct_harm,,endofthink,23,3,-5.20128059387207
direct_harm_17,direct_harm,,endofthink,23,4,11.803216934204102
direct_harm_17,direct_harm,,endofthink,26,0,16.479799270629883
direct_harm_17,direct_harm,,endofthink,26,1,5.80762243270874
direct_harm_17,direct_harm,,endofthink,26,2,4.627712249755859
direct_harm_17,direct_harm,,endofthink,26,3,-15.06326675415039
direct_harm_17,direct_harm,,endofthink,26,4,10.14506721496582
direct_harm_17,direct_harm,,endofresponse,3,0,2.3582191467285156
direct_harm_17,direct_harm,,endofresponse,3,1,-0.9542421698570251
direct_harm_17,direct_harm,,endofresponse,3,2,-0.21897023916244507
direct_harm_17,direct_harm,,endofresponse,3,3,-0.6369215250015259
direct_harm_17,direct_harm,,endofresponse,3,4,-0.6659146547317505
direct_harm_17,direct_harm,,endofresponse,21,0,6.606758117675781
direct_harm_17,direct_harm,,endofresponse,21,1,-7.885244369506836
direct_harm_17,direct_harm,,endofresponse,21,2,-5.8772406578063965
direct_harm_17,direct_harm,,endofresponse,21,3,-8.978041648864746
direct_harm_17,direct_harm,,endofresponse,21,4,-5.9354400634765625
direct_harm_17,direct_harm,,endofresponse,22,0,7.694943904876709
direct_harm_17,direct_harm,,endofresponse,22,1,-7.631563186645508
direct_harm_17,direct_harm,,endofresponse,22,2,-5.330713272094727
direct_harm_17,direct_harm,,endofresponse,22,3,-10.20016860961914
direct_harm_17,direct_harm,,endofresponse,22,4,-5.314927577972412
direct_harm_17,direct_harm,,endofresponse,23,0,7.853419780731201
direct_harm_17,direct_harm,,endofresponse,23,1,-7.767813205718994
direct_harm_17,direct_harm,,endofresponse,23,2,-7.152033805847168
direct_harm_17,direct_harm,,endofresponse,23,3,-11.762239456176758
direct_harm_17,direct_harm,,endofresponse,23,4,-5.465457916259766
direct_harm_17,direct_harm,,endofresponse,26,0,6.278655052185059
direct_harm_17,direct_harm,,endofresponse,26,1,-11.63276481628418
direct_harm_17,direct_harm,,endofresponse,26,2,-11.355918884277344
direct_harm_17,direct_harm,,endofresponse,26,3,-30.618785858154297
direct_harm_17,direct_harm,,endofresponse,26,4,-8.874862670898438
direct_harm_18,direct_harm,,startofthink,3,0,1.6961233615875244
direct_harm_18,direct_harm,,startofthink,3,1,-0.5421838760375977
direct_harm_18,direct_harm,,startofthink,3,2,-0.041646867990493774
direct_harm_18,direct_harm,,startofthink,3,3,0.08074037730693817
direct_harm_18,direct_harm,,startofthink,3,4,-0.5938830375671387
direct_harm_18,direct_harm,,startofthink,21,0,8.143529891967773
direct_harm_18,direct_harm,,startofthink,21,1,-5.791757583618164
direct_harm_18,direct_harm,,startofthink,21,2,-0.6354045867919922
direct_harm_18,direct_harm,,startofthink,21,3,-2.4328041076660156
direct_harm_18,direct_harm,,startofthink,21,4,-4.6449809074401855
direct_harm_18,direct_harm,,startofthink,22,0,6.867498397827148
direct_harm_18,direct_harm,,startofthink,22,1,-3.7628958225250244
direct_harm_18,direct_harm,,startofthink,22,2,-1.6550676822662354
direct_harm_18,direct_harm,,startofthink,22,3,-2.864409923553467
direct_harm_18,direct_harm,,startofthink,22,4,-2.890692949295044
direct_harm_18,direct_harm,,startofthink,23,0,7.743760108947754
direct_harm_18,direct_harm,,startofthink,23,1,-4.371801376342773
direct_harm_18,direct_harm,,startofthink,23,2,-3.3390750885009766
direct_harm_18,direct_harm,,startofthink,23,3,-3.6358559131622314
direct_harm_18,direct_harm,,startofthink,23,4,-3.529977321624756
direct_harm_18,direct_harm,,startofthink,26,0,8.09926986694336
direct_harm_18,direct_harm,,startofthink,26,1,-5.738358497619629
direct_harm_18,direct_harm,,startofthink,26,2,-2.5209662914276123
direct_harm_18,direct_harm,,startofthink,26,3,-5.82624626159668
direct_harm_18,direct_harm,,startofthink,26,4,-3.6003904342651367
direct_harm_18,direct_harm,,endofthink,3,0,6.278939247131348
direct_harm_18,direct_harm,,endofthink,3,1,-0.551507294178009
direct_harm_18,direct_harm,,endofthink,3,2,0.07040143013000488
direct_harm_18,direct_harm,,endofthink,3,3,-0.2776768207550049
direct_harm_18,direct_harm,,endofthink,3,4,-0.3609517514705658
direct_harm_18,direct_harm,,endofthink,21,0,13.175719261169434
direct_harm_18,direct_harm,,endofthink,21,1,13.089963912963867
direct_harm_18,direct_harm,,endofthink,21,2,5.248556613922119
direct_harm_18,direct_harm,,endofthink,21,3,-4.268426418304443
direct_harm_18,direct_harm,,endofthink,21,4,10.848835945129395
direct_harm_18,direct_harm,,endofthink,22,0,14.927974700927734
direct_harm_18,direct_harm,,endofthink,22,1,11.215702056884766
direct_harm_18,direct_harm,,endofthink,22,2,6.19393253326416
direct_harm_18,direct_harm,,endofthink,22,3,-4.694316387176514
direct_harm_18,direct_harm,,endofthink,22,4,12.768792152404785
direct_harm_18,direct_harm,,endofthink,23,0,15.129963874816895
direct_harm_18,direct_harm,,endofthink,23,1,11.123676300048828
direct_harm_18,direct_harm,,endofthink,23,2,6.928155422210693
direct_harm_18,direct_harm,,endofthink,23,3,-5.903684139251709
direct_harm_18,direct_harm,,endofthink,23,4,12.659823417663574
direct_harm_18,direct_harm,,endofthink,26,0,18.200611114501953
direct_harm_18,direct_harm,,endofthink,26,1,9.20889663696289
direct_harm_18,direct_harm,,endofthink,26,2,5.030686378479004
direct_harm_18,direct_harm,,endofthink,26,3,-14.269655227661133
direct_harm_18,direct_harm,,endofthink,26,4,11.247331619262695
direct_harm_18,direct_harm,,endofresponse,3,0,2.3465919494628906
direct_harm_18,direct_harm,,endofresponse,3,1,-0.9177654981613159
direct_harm_18,direct_harm,,endofresponse,3,2,-0.19168561697006226
direct_harm_18,direct_harm,,endofresponse,3,3,-0.6738550066947937
direct_harm_18,direct_harm,,endofresponse,3,4,-0.6252802610397339
direct_harm_18,direct_harm,,endofresponse,21,0,6.957058906555176
direct_harm_18,direct_harm,,endofresponse,21,1,-7.762575149536133
direct_harm_18,direct_harm,,endofresponse,21,2,-5.973569869995117
direct_harm_18,direct_harm,,endofresponse,21,3,-8.897253036499023
direct_harm_18,direct_harm,,endofresponse,21,4,-5.968049049377441
direct_harm_18,direct_harm,,endofresponse,22,0,8.082419395446777
direct_harm_18,direct_harm,,endofresponse,22,1,-7.466334819793701
direct_harm_18,direct_harm,,endofresponse,22,2,-5.692059516906738
direct_harm_18,direct_harm,,endofresponse,22,3,-10.180378913879395
direct_harm_18,direct_harm,,endofresponse,22,4,-5.71065092086792
direct_harm_18,direct_harm,,endofresponse,23,0,8.455049514770508
direct_harm_18,direct_harm,,endofresponse,23,1,-7.721634864807129
direct_harm_18,direct_harm,,endofresponse,23,2,-8.015698432922363
direct_harm_18,direct_harm,,endofresponse,23,3,-11.793001174926758
direct_harm_18,direct_harm,,endofresponse,23,4,-6.095737934112549
direct_harm_18,direct_harm,,endofresponse,26,0,7.620860576629639
direct_harm_18,direct_harm,,endofresponse,26,1,-11.781488418579102
direct_harm_18,direct_harm,,endofresponse,26,2,-12.212669372558594
direct_harm_18,direct_harm,,endofresponse,26,3,-31.073171615600586
direct_harm_18,direct_harm,,endofresponse,26,4,-9.785938262939453
direct_harm_19,direct_harm,,startofthink,3,0,1.0263659954071045
direct_harm_19,direct_harm,,startofthink,3,1,-0.5055251717567444
direct_harm_19,direct_harm,,startofthink,3,2,-0.05837252736091614
direct_harm_19,direct_harm,,startofthink,3,3,0.12949417531490326
direct_harm_19,direct_harm,,startofthink,3,4,-0.5508003234863281
direct_harm_19,direct_harm,,startofthink,21,0,8.30573558807373
direct_harm_19,direct_harm,,startofthink,21,1,-4.633563041687012
direct_harm_19,direct_harm,,startofthink,21,2,0.8598352670669556
direct_harm_19,direct_harm,,startofthink,21,3,-0.8068034648895264
direct_harm_19,direct_harm,,startofthink,21,4,-3.2378077507019043
direct_harm_19,direct_harm,,startofthink,22,0,7.031245231628418
direct_harm_19,direct_harm,,startofthink,22,1,-2.843632936477661
direct_harm_19,direct_harm,,startofthink,22,2,0.42937910556793213
direct_harm_19,direct_harm,,startofthink,22,3,-0.7869479656219482
direct_harm_19,direct_harm,,startofthink,22,4,-1.353363275527954
direct_harm_19,direct_harm,,startofthink,23,0,7.397119045257568
direct_harm_19,direct_harm,,startofthink,23,1,-3.19043231010437
direct_harm_19,direct_harm,,startofthink,23,2,-0.810842752456665
direct_harm_19,direct_harm,,startofthink,23,3,-1.2059495449066162
direct_harm_19,direct_harm,,startofthink,23,4,-1.745226502418518
direct_harm_19,direct_harm,,startofthink,26,0,8.584249496459961
direct_harm_19,direct_harm,,startofthink,26,1,-4.874614715576172
direct_harm_19,direct_harm,,startofthink,26,2,-0.4938368797302246
direct_harm_19,direct_harm,,startofthink,26,3,-3.607642412185669
direct_harm_19,direct_harm,,startofthink,26,4,-2.216475009918213
direct_harm_19,direct_harm,,endofthink,3,0,5.90609073638916
direct_harm_19,direct_harm,,endofthink,3,1,-0.5510000586509705
direct_harm_19,direct_harm,,endofthink,3,2,0.006271392107009888
direct_harm_19,direct_harm,,endofthink,3,3,-0.3717382252216339
direct_harm_19,direct_harm,,endofthink,3,4,-0.4232170581817627
direct_harm_19,direct_harm,,endofthink,21,0,12.232625007629395
direct_harm_19,direct_harm,,endofthink,21,1,14.123926162719727
direct_harm_19,direct_harm,,endofthink,21,2,6.151229381561279
direct_harm_19,direct_harm,,endofthink,21,3,-3.1698052883148193
direct_harm_19,direct_harm,,endofthink,21,4,11.997480392456055
direct_harm_19,direct_harm,,endofthink,22,0,13.359644889831543
direct_harm_19,direct_harm,,endofthink,22,1,12.417441368103027
direct_harm_19,direct_harm,,endofthink,22,2,7.512000560760498
direct_harm_19,direct_harm,,endofthink,22,3,-2.9286935329437256
direct_harm_19,direct_harm,,endofthink,22,4,13.822582244873047
direct_harm_19,direct_harm,,endofthink,23,0,13.626848220825195
direct_harm_19,direct_harm,,endofthink,23,1,12.59440803527832
direct_harm_19,direct_harm,,endofthink,23,2,8.995562553405762
direct_harm_19,direct_harm,,endofthink,23,3,-3.446101427078247
direct_harm_19,direct_harm,,endofthink,23,4,14.344823837280273
direct_harm_19,direct_harm,,endofthink,26,0,16.635353088378906
direct_harm_19,direct_harm,,endofthink,26,1,9.901017189025879
direct_harm_19,direct_harm,,endofthink,26,2,6.51137638092041
direct_harm_19,direct_harm,,endofthink,26,3,-10.429593086242676
direct_harm_19,direct_harm,,endofthink,26,4,12.633586883544922
direct_harm_19,direct_harm,,endofresponse,3,0,1.926841139793396
direct_harm_19,direct_harm,,endofresponse,3,1,-1.0180253982543945
direct_harm_19,direct_harm,,endofresponse,3,2,-0.31357988715171814
direct_harm_19,direct_harm,,endofresponse,3,3,-0.7569275498390198
direct_harm_19,direct_harm,,endofresponse,3,4,-0.781183123588562
direct_harm_19,direct_harm,,endofresponse,21,0,6.385759353637695
direct_harm_19,direct_harm,,endofresponse,21,1,-8.369263648986816
direct_harm_19,direct_harm,,endofresponse,21,2,-5.473857879638672
direct_harm_19,direct_harm,,endofresponse,21,3,-8.7418212890625
direct_harm_19,direct_harm,,endofresponse,21,4,-5.948614597320557
direct_harm_19,direct_harm,,endofresponse,22,0,7.3617143630981445
direct_harm_19,direct_harm,,endofresponse,22,1,-7.900272369384766
direct_harm_19,direct_harm,,endofresponse,22,2,-5.228973865509033
direct_harm_19,direct_harm,,endofresponse,22,3,-9.715858459472656
direct_harm_19,direct_harm,,endofresponse,22,4,-5.635863304138184
direct_harm_19,direct_harm,,endofresponse,23,0,7.636438846588135
direct_harm_19,direct_harm,,endofresponse,23,1,-8.233316421508789
direct_harm_19,direct_harm,,endofresponse,23,2,-7.429445743560791
direct_harm_19,direct_harm,,endofresponse,23,3,-11.538689613342285
direct_harm_19,direct_harm,,endofresponse,23,4,-6.40743350982666
direct_harm_19,direct_harm,,endofresponse,26,0,6.882861137390137
direct_harm_19,direct_harm,,endofresponse,26,1,-11.999998092651367
direct_harm_19,direct_harm,,endofresponse,26,2,-12.189054489135742
direct_harm_19,direct_harm,,endofresponse,26,3,-29.312957763671875
direct_harm_19,direct_harm,,endofresponse,26,4,-9.735298156738281
direct_harm_20,direct_harm,,startofthink,3,0,1.6441043615341187
direct_harm_20,direct_harm,,startofthink,3,1,-0.5285171270370483
direct_harm_20,direct_harm,,startofthink,3,2,-0.07305881381034851
direct_harm_20,direct_harm,,startofthink,3,3,0.14588557183742523
direct_harm_20,direct_harm,,startofthink,3,4,-0.5830436944961548
direct_harm_20,direct_harm,,startofthink,21,0,8.376543045043945
direct_harm_20,direct_harm,,startofthink,21,1,-6.109828948974609
direct_harm_20,direct_harm,,startofthink,21,2,-0.8781774044036865
direct_harm_20,direct_harm,,startofthink,21,3,-2.692431926727295
direct_harm_20,direct_harm,,startofthink,21,4,-4.565463066101074
direct_harm_20,direct_harm,,startofthink,22,0,7.47149658203125
direct_harm_20,direct_harm,,startofthink,22,1,-4.598057746887207
direct_harm_20,direct_harm,,startofthink,22,2,-1.7878949642181396
direct_harm_20,direct_harm,,startofthink,22,3,-2.855604410171509
direct_harm_20,direct_harm,,startofthink,22,4,-3.36190128326416
direct_harm_20,direct_harm,,startofthink,23,0,8.114190101623535
direct_harm_20,direct_harm,,startofthink,23,1,-4.433208465576172
direct_harm_20,direct_harm,,startofthink,23,2,-3.0550684928894043
direct_harm_20,direct_harm,,startofthink,23,3,-3.3104305267333984
direct_harm_20,direct_harm,,startofthink,23,4,-3.4422454833984375
direct_harm_20,direct_harm,,startofthink,26,0,8.838778495788574
direct_harm_20,direct_harm,,startofthink,26,1,-5.701470375061035
direct_harm_20,direct_harm,,startofthink,26,2,-2.135274648666382
direct_harm_20,direct_harm,,startofthink,26,3,-5.571865558624268
direct_harm_20,direct_harm,,startofthink,26,4,-3.5394811630249023
direct_harm_20,direct_harm,,endofthink,3,0,5.858494758605957
direct_harm_20,direct_harm,,endofthink,3,1,-0.6122329235076904
direct_harm_20,direct_harm,,endofthink,3,2,-0.024985402822494507
direct_harm_20,direct_harm,,endofthink,3,3,-0.3886045813560486
direct_harm_20,direct_harm,,endofthink,3,4,-0.46654894948005676
direct_harm_20,direct_harm,,endofthink,21,0,12.899927139282227
direct_harm_20,direct_harm,,endofthink,21,1,12.16496467590332
direct_harm_20,direct_harm,,endofthink,21,2,4.740910053253174
direct_harm_20,direct_harm,,endofthink,21,3,-4.6751508712768555
direct_harm_20,direct_harm,,endofthink,21,4,10.542623519897461
direct_harm_20,direct_harm,,endofthink,22,0,14.830794334411621
direct_harm_20,direct_harm,,endofthink,22,1,10.998672485351562
direct_harm_20,direct_harm,,endofthink,22,2,7.008551120758057
direct_harm_20,direct_harm,,endofthink,22,3,-4.323890209197998
direct_harm_20,direct_harm,,endofthink,22,4,13.723849296569824
direct_harm_20,direct_harm,,endofthink,23,0,15.144596099853516
direct_harm_20,direct_harm,,endofthink,23,1,11.049152374267578
direct_harm_20,direct_harm,,endofthink,23,2,8.4168062210083
direct_harm_20,direct_harm,,endofthink,23,3,-4.928224086761475
direct_harm_20,direct_harm,,endofthink,23,4,13.54829216003418
direct_harm_20,direct_harm,,endofthink,26,0,17.268285751342773
direct_harm_20,direct_harm,,endofthink,26,1,8.173608779907227
direct_harm_20,direct_harm,,endofthink,26,2,5.596799850463867
direct_harm_20,direct_harm,,endofthink,26,3,-13.389225959777832
direct_harm_20,direct_harm,,endofthink,26,4,11.312774658203125
direct_harm_20,direct_harm,,endofresponse,3,0,1.8231960535049438
direct_harm_20,direct_harm,,endofresponse,3,1,-0.8535063862800598
direct_harm_20,direct_harm,,endofresponse,3,2,-0.14790070056915283
direct_harm_20,direct_harm,,endofresponse,3,3,-0.5270413756370544
direct_harm_20,direct_harm,,endofresponse,3,4,-0.6313463449478149
direct_harm_20,direct_harm,,endofresponse,21,0,6.8641862869262695
direct_harm_20,direct_harm,,endofresponse,21,1,-8.091168403625488
direct_harm_20,direct_harm,,endofresponse,21,2,-6.490002155303955
direct_harm_20,direct_harm,,endofresponse,21,3,-8.93945598602295
direct_harm_20,direct_harm,,endofresponse,21,4,-6.531745910644531
direct_harm_20,direct_harm,,endofresponse,22,0,7.962220668792725
direct_harm_20,direct_harm,,endofresponse,22,1,-7.425788879394531
direct_harm_20,direct_harm,,endofresponse,22,2,-6.065370559692383
direct_harm_20,direct_harm,,endofresponse,22,3,-10.380971908569336
direct_harm_20,direct_harm,,endofresponse,22,4,-6.114615440368652
direct_harm_20,direct_harm,,endofresponse,23,0,8.282350540161133
direct_harm_20,direct_harm,,endofresponse,23,1,-7.605235576629639
direct_harm_20,direct_harm,,endofresponse,23,2,-7.947617530822754
direct_harm_20,direct_harm,,endofresponse,23,3,-11.819038391113281
direct_harm_20,direct_harm,,endofresponse,23,4,-6.247774124145508
direct_harm_20,direct_harm,,endofresponse,26,0,7.6019086837768555
direct_harm_20,direct_harm,,endofresponse,26,1,-10.844659805297852
direct_harm_20,direct_harm,,endofresponse,26,2,-11.41250991821289
direct_harm_20,direct_harm,,endofresponse,26,3,-28.259035110473633
direct_harm_20,direct_harm,,endofresponse,26,4,-9.182205200195312
direct_harm_21,direct_harm,,startofthink,3,0,1.461551308631897
direct_harm_21,direct_harm,,startofthink,3,1,-0.5109307765960693
direct_harm_21,direct_harm,,startofthink,3,2,-0.11139243841171265
direct_harm_21,direct_harm,,startofthink,3,3,0.05692867934703827
direct_harm_21,direct_harm,,startofthink,3,4,-0.6337612867355347
direct_harm_21,direct_harm,,startofthink,21,0,8.079975128173828
direct_harm_21,direct_harm,,startofthink,21,1,-6.146481513977051
direct_harm_21,direct_harm,,startofthink,21,2,-1.4051518440246582
direct_harm_21,direct_harm,,startofthink,21,3,-3.277242660522461
direct_harm_21,direct_harm,,startofthink,21,4,-5.316320419311523
direct_harm_21,direct_harm,,startofthink,22,0,6.723509311676025
direct_harm_21,direct_harm,,startofthink,22,1,-4.389370441436768
direct_harm_21,direct_harm,,startofthink,22,2,-2.4076638221740723
direct_harm_21,direct_harm,,startofthink,22,3,-3.1974904537200928
direct_harm_21,direct_harm,,startofthink,22,4,-3.7889857292175293
direct_harm_21,direct_harm,,startofthink,23,0,7.474318504333496
direct_harm_21,direct_harm,,startofthink,23,1,-4.671522617340088
direct_harm_21,direct_harm,,startofthink,23,2,-3.6402549743652344
direct_harm_21,direct_harm,,startofthink,23,3,-3.5040106773376465
direct_harm_21,direct_harm,,startofthink,23,4,-3.9776318073272705
direct_harm_21,direct_harm,,startofthink,26,0,8.75115966796875
direct_harm_21,direct_harm,,startofthink,26,1,-5.865457534790039
direct_harm_21,direct_harm,,startofthink,26,2,-2.6594321727752686
direct_harm_21,direct_harm,,startofthink,26,3,-6.07277774810791
direct_harm_21,direct_harm,,startofthink,26,4,-4.10593843460083
direct_harm_21,direct_harm,,endofthink,3,0,6.3798112869262695
direct_harm_21,direct_harm,,endofthink,3,1,-0.5601333379745483
direct_harm_21,direct_harm,,endofthink,3,2,0.04427465796470642
direct_harm_21,direct_harm,,endofthink,3,3,-0.2354157269001007
direct_harm_21,direct_harm,,endofthink,3,4,-0.3849206566810608
direct_harm_21,direct_harm,,endofthink,21,0,12.86789321899414
direct_harm_21,direct_harm,,endofthink,21,1,14.356758117675781
direct_harm_21,direct_harm,,endofthink,21,2,6.647515773773193
direct_harm_21,direct_harm,,endofthink,21,3,-3.4397737979888916
direct_harm_21,direct_harm,,endofthink,21,4,12.373858451843262
direct_harm_21,direct_harm,,endofthink,22,0,14.506567001342773
direct_harm_21,direct_harm,,endofthink,22,1,12.728816986083984
direct_harm_21,direct_harm,,endofthink,22,2,9.207734107971191
direct_harm_21,direct_harm,,endofthink,22,3,-2.6869781017303467
direct_harm_21,direct_harm,,endofthink,22,4,16.279212951660156
direct_harm_21,direct_harm,,endofthink,23,0,14.796363830566406
direct_harm_21,direct_harm,,endofthink,23,1,12.42888069152832
direct_harm_21,direct_harm,,endofthink,23,2,10.830514907836914
direct_harm_21,direct_harm,,endofthink,23,3,-3.4036333560943604
direct_harm_21,direct_harm,,endofthink,23,4,15.795818328857422
direct_harm_21,direct_harm,,endofthink,26,0,17.300811767578125
direct_harm_21,direct_harm,,endofthink,26,1,10.328559875488281
direct_harm_21,direct_harm,,endofthink,26,2,8.883035659790039
direct_harm_21,direct_harm,,endofthink,26,3,-9.568129539489746
